Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
drug7_ivfluid_otyp2,Se outro: especifique o tipo de fluido intravenoso,,"Isso se refere ao tipo de fluido parenteral ou intravenoso (IV) prescrito como uma substituição de fluido, eletrólitos, calorias, vitaminas e outras substâncias nutricionais. Fluidos intravenosos podem ser usados ​​para reidratação, requisitos de manutenção ou ressuscitação.","Se for ""Outro"", escreva o tipo de fluido intravenoso usado.",,
drug7_ivfluid_vol2,Volume total de fluido intravenoso nas últimas 24 horas (mL),,"Fluido parenteral ou intravenoso (IV) é prescrito como uma substituição de fluido, eletrólitos, calorias, vitaminas e outras substâncias nutricionais. Fluidos intravenosos podem ser usados ​​para reidratação, requisitos de manutenção ou ressuscitação.",Especifique o volume total de fluido intravenoso adicional recebido pelo paciente (não registrado acima) nos 7 dias anteriores a esta admissão/apresentação mais recente. Registre o volume em mililitros (mL).,,
drug7_unlisted,Outros medicamentos direcionados a patógenos,"1, Sim | 0, Não | 99, Desconhecido",,"Indique ""Sim"" se medicamentos direcionados a patógenos (além dos especificados acima) foram tomados nos 7 dias anteriores à admissão/apresentação mais recente.",,
drug7_unlisted_type,Se sim: especifique outros medicamentos direcionados a patógenos,,,"Indique ""Sim"" se medicamentos direcionados a patógenos (além dos especificados acima) foram tomados nos 7 dias anteriores à admissão/apresentação mais recente.",,
drug14_antiviral,Antiviral,"1, Sim | 0, Não | 99, Desconhecido",,,,
drug14_antiviral_type,Antiviral,,"Um agente antiviral se refere a qualquer agente(s) prescrito(s) para tratar ou prevenir infecções virais interferindo no ciclo de replicação viral. Exemplos de inibidores de neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Preparações tópicas não estão incluídas.",Indique 'Sim' se o paciente tomou um antiviral nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_antiviral_route,Via de administração antiviral,"1, Oral | 2, Inalado | 3, IV | 4, Tópico | 99, Desconhecido","Isto se refere à parte do corpo através da qual ou na qual, ou a maneira pela qual, o produto medicinal (droga) é introduzido. Oral se refere à administração pela boca. Inalado se refere à administração pela via respiratória (insuflação no trato respiratório). IV (intravenoso) se refere à administração na corrente sanguínea por meio de injeção em uma veia. Tópico se refere à administração por aplicação de preparações medicamentosas nas superfícies do corpo, especialmente na pele ou nas membranas mucosas.",Indique a via de administração do agente antiviral.,,
drug14_antiviraldat,Data de início do antiviral,,Isso se refere à data em que o medicamento foi iniciado / a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.,,
drug14_antiviralday,Número de dias em que os antivirais foram tomados,,Inclui todos os dias corridos em que uma dose foi recebida ou instruída a ser tomada na prescrição de alta.,Insira o número total de dias para os quais uma dose foi recebida ou instruída a ser tomada na prescrição de alta.,,
drug14_steroid,Corticosteróide,"1, Sim | 0, Não | 99, Desconhecido","Corticosteroides (comumente chamados de 'esteroides') referem-se a todos os tipos de corticoides terapêuticos, feitos no córtex adrenal (a parte externa da glândula adrenal). Eles também são feitos em laboratório. Exemplos incluem: prednisolona, ​​prednisona, metil-prednisolona, ​​dexametasona, hidrocortisona, fluticasona, betametasona. Preparações tópicas não estão incluídas, mas preparações inaladas estão incluídas.",Indique 'Sim' se o paciente tomou um 'esteroide' nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_steroid_type,Corticosteróide,,"Corticosteroides (comumente chamados de 'esteroides') referem-se a todos os tipos de corticoides terapêuticos, feitos no córtex adrenal (a parte externa da glândula adrenal). Eles também são feitos em laboratório. Exemplos incluem: prednisolona, ​​prednisona, metil-prednisolona, ​​dexametasona, hidrocortisona, fluticasona, betametasona. Preparações tópicas não estão incluídas, mas preparações inaladas estão incluídas.",Indique 'Sim' se o paciente tomou um 'esteroide' nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_immunusupp,Agentes imunossupressores (não corticoides),"1, Sim | 0, Não | 99, Desconhecido",Isto se refere a um paciente que é conhecido por ter tomado medicamentos prescritos que são conhecidos por terem um efeito imunossupressor (excluindo esteroides/corticosteroides). Preparações tópicas não devem ser registradas.,Indique 'Sim' se o paciente tomou um agente imunossupressor nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_immunusupp_type,Agentes imunossupressores (não corticoides),,Isto se refere a um paciente que é conhecido por ter tomado medicamentos prescritos que são conhecidos por terem um efeito imunossupressor (excluindo esteroides/corticosteroides). Preparações tópicas não devem ser registradas.,Indique 'Sim' se o paciente tomou um agente imunossupressor nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_antibiotic,Antibióticos,"1, Sim | 0, Não | 99, Desconhecido",Antibióticos se referem a quaisquer agentes que seletivamente atacam bactérias. Preparações tópicas não devem ser registradas.,Indique 'Sim' se o paciente tomou um antibiótico nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_antibiotic_type,Antibióticos,,Antibióticos se referem a quaisquer agentes que seletivamente atacam bactérias. Preparações tópicas não devem ser registradas.,Indique 'Sim' se o paciente tomou um antibiótico nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_nsaid,AINEs,"1, Sim | 0, Não | 99, Desconhecido","Os anti-inflamatórios não esteroides ou AINEs referem-se a qualquer agente que não seja um corticosteroide e tenha potenciais atividades anti-inflamatórias, analgésicas, antipiréticas e antiplaquetárias. A maioria dos anti-inflamatórios não esteroides (AINEs) atua inibindo a conversão do ácido araquidônico em precursores de prostaglandina e tromboxano pelas enzimas ciclooxigenase. Preparações tópicas não devem ser registradas.",Indique 'Sim' se o paciente tomou um AINE nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_nsaid_type,AINEs,,"Os anti-inflamatórios não esteroides ou AINEs referem-se a qualquer agente que não seja um corticosteroide e tenha potenciais atividades anti-inflamatórias, analgésicas, antipiréticas e antiplaquetárias. A maioria dos anti-inflamatórios não esteroides (AINEs) atua inibindo a conversão do ácido araquidônico em precursores de prostaglandina e tromboxano pelas enzimas ciclooxigenase. Preparações tópicas não devem ser registradas.",Indique 'Sim' se o paciente tomou um AINE nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_herb,Tratamento herbal ou tradicional,"1, Sim | 0, Não | 99, Desconhecido","Tratamento herbal ou tradicional refere-se a ervas, materiais herbais, preparações herbais e produtos herbais acabados, que contêm como ingredientes ativos partes de plantas e outros conhecimentos, habilidades e práticas baseadas em teorias, crenças e experiências indígenas de diferentes culturas, que são usadas para tratar doenças físicas ou mentais.",Indique 'Sim' se o paciente tiver feito um 'tratamento herbal ou tradicional nos 14 dias anteriores à sua admissão/apresentação mais recente,,
drug14_herbreas,Se sim: especifique o ingrediente ativo no tratamento herbal ou tradicional,,Isso se refere ao(s) componente(s) farmaceuticamente ativo(s) de uma preparação de medicamentos fitoterápicos ou tradicionais.,"Se 'Sim', especifique o(s) componente(s) farmaceuticamente ativo(s) de uma preparação de medicamento(s) fitoterápico(s) ou tradicional(ais).",,
drug14_hivprep,PrEP/PEP para HIV,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à profilaxia pré-exposição (PrEP) e à profilaxia pós-exposição (PEP) para prevenir o HIV.,"Indique 'Sim' se o paciente recebeu terapia antirretroviral, para fins de PrEP e PEP para prevenção do HIV, nos 14 dias anteriores à sua admissão/apresentação mais recente.",,
drug14_unlisted,Outros medicamentos direcionados a patógenos,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a outros medicamentos direcionados a patógenos, não listados acima.","Indique ""Sim"" se medicamentos direcionados a patógenos (além dos especificados acima) foram tomados nos 14 dias anteriores à admissão/apresentação mais recente.",,
drug14_unlisted_type,Se sim: especifique outros medicamentos direcionados a patógenos,,"Isso se refere a outros medicamentos direcionados a patógenos, não listados acima.","Indique ""Sim"" se medicamentos direcionados a patógenos (além dos especificados acima) foram tomados nos 14 dias anteriores à admissão/apresentação mais recente.",,
vacci_covid19,COVID 19,,,,,
vacci_covid19_yn,Vacinado contra COVID-19 (sempre),"1, Sim | 0, Não | 99, Desconhecido","Já recebeu uma vacina direcionada contra SARS-Cov-2. Exemplos incluem Spikevax (Moderna), Comirnaty (Pfizer/BioNTech), Nuvaxovid (Novavax), Vaxzevria (AstraZeneca/Oxford), Janssen COVID-19 Vaccine (Johnson & Johnson), Valneva (Valneva).","Indique 'Sim', se o paciente já recebeu uma vacina direcionada contra SARS-Cov-2",,
vacci_covid19_date1,Data da primeira vacina contra a COVID-19,,"Isto se refere à data em que a primeira dose da vacina contra a COVID-19 foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data da primeira vacina contra a COVID-19 no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_covid19_type1,Tipo de primeira vacina contra a COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidade de Oxford (Covishield na Índia) | 3, Moderna | 4, Novavax | 5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconhecido | 0, Outro, especifique",Refere-se ao tipo da primeira vacina contra a COVID-19 que o paciente recebeu.,Selecione o tipo de primeira vacina contra a COVID-19.,,
vacci_covid19_type1other,Se outro: especifique o tipo de vacina contra a COVID-19,,Refere-se ao tipo da primeira vacina contra a COVID-19 que o paciente recebeu.,Especifique se outro,,
vacci_covid19_date2,Data da segunda vacina contra a COVID-19,,"Isto se refere à data em que a segunda dose da vacina contra a COVID-19 foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data da segunda vacina contra a COVID-19 no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_covid19_type2,Tipo de segunda vacina contra a COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidade de Oxford (Covishield na Índia) | 3, Moderna | 4, Novavax | 5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconhecido | 0, Outro, especifique",Refere-se ao tipo da segunda vacina contra a COVID-19 que o paciente recebeu.,Selecione o tipo de segunda vacina contra a COVID-19.,,
vacci_covid19_type2other,Se outro: especifique o tipo de vacina contra a COVID-19,,Refere-se ao tipo da segunda vacina contra a COVID-19 que o paciente recebeu.,Especifique se outro,,
vacci_covid19_date3,Data da terceira vacina contra a COVID-19,,"Isto se refere à data em que a terceira dose da vacina contra a COVID-19 foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data da terceira vacina contra a COVID-19 no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_covid19_type3,Tipo de terceira vacina contra a COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidade de Oxford (Covishield na Índia) | 3, Moderna | 4, Novavax | 5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconhecido | 0, Outro, especifique",Refere-se ao tipo da terceira vacina contra a COVID-19 que o paciente recebeu.,Selecione o tipo de terceira vacina contra a COVID-19.,,
vacci_covid19_type3other,Se outro: especifique o tipo de vacina contra a COVID-19,,Refere-se ao tipo da terceira vacina contra a COVID-19 que o paciente recebeu.,Especifique se outro,,
vacci_influenza_yn,Vacinado contra a gripe sazonal (sempre),"1, Sim | 0, Não | 99, Desconhecido",Já recebeu uma vacina contra a gripe sazonal?,"Indique ""Sim"" se o paciente já recebeu uma vacina contra a gripe sazonal.",,
vacci_influenza_date,Se sim: Data da vacina mais recente contra a gripe sazonal,,Isto se refere à data da vacina contra a gripe sazonal mais recente,"Escreva a data da vacina contra a gripe sazonal mais recente no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_aviinflue_yn,Vacinado contra a gripe aviária,"1, Sim | 0, Não | 99, Desconhecido",Já recebeu uma vacina contra a gripe aviária?,"Indique ""Sim"" se o paciente já recebeu uma vacina contra a gripe aviária.",,
vacci_aviinflue_date,Se sim: Data da vacina mais recente contra a gripe aviária,,Isto se refere à data da vacina mais recente contra a gripe aviária,"Escreva a data da vacina contra a gripe aviária mais recente no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_dengue,DENGUE,,Este grupo de perguntas se refere a vacinações anteriores contra a dengue.,,,
vacci_dengue_yn,Vacinado contra a dengue,"1, SIM-uma vez | 2, SIM-duas vezes | 3, SIM-três vezes | 0, Não | 99, Desconhecido",Identifica se o paciente já recebeu a vacina contra a dengue antes deste episódio da doença.,Selecione a opção mais apropriada que represente se o paciente já recebeu a vacina contra a dengue antes deste episódio da doença.,,
vacci_dengue_date1,Data da primeira vacina contra a dengue,,"Isto se refere à data em que a primeira dose da vacina contra a dengue foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data em que a primeira dose da vacina foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_dengue_type1,Tipo de primeira vacina contra a dengue,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",Refere-se ao tipo da primeira vacina contra a dengue que o paciente recebeu.,Selecione a opção mais apropriada que representa o tipo de primeira vacina contra a dengue que o paciente recebeu.,,
vacci_dengue_date2,Data da segunda vacina contra a dengue,,"Isto se refere à data em que a segunda dose da vacina contra a dengue foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data em que a segunda dose da vacina foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_dengue_type2,Tipo de segunda vacina contra a dengue,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",Refere-se ao tipo da segunda vacina contra a dengue que o paciente recebeu.,Selecione a opção mais apropriada que representa o tipo de segunda vacina contra a dengue que o paciente recebeu.,,
vacci_dengue_date3,Data da terceira vacina contra a dengue,,"Isto se refere à data em que a terceira dose da vacina contra a dengue foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.","Escreva a data em que a terceira dose da vacina foi recebida no formato DD/MM/AAAA. Se a data precisa for desconhecida, faça uma estimativa.",,
vacci_dengue_type3,Tipo de terceira vacina contra a dengue,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",Refere-se ao tipo da terceira vacina contra a dengue que o paciente recebeu.,Selecione a opção mais apropriada que representa o tipo de terceira vacina contra a dengue que o paciente recebeu.,,
vacci_mpox,MPOX,,,,,
vacci_mpox_1980,Recebeu vacina contra varíola antes de 1980?,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere ao recebimento de uma vacina contra a varíola antes de 1980 e, portanto, não tem relação com o evento atual.","Indique ""Sim"" se o paciente recebeu uma vacina contra varíola antes de 1980.",,
vacci_mpox_date,Se sim: Ano da vacinação (estimativa se incerta),,"Isso se refere ao recebimento de uma vacina contra a varíola antes de 1980 e, portanto, não tem relação com o evento atual.",Escreva o ano em que o paciente recebeu a vacina contra varíola. Estime se não tiver certeza. Observe que não deve exceder 1980. Deixe a resposta em branco se o ano for desconhecido.,,
vacci_mpox_scar,"Se sim: Há uma cicatriz visível na vacinação contra a varíola (geralmente na parte superior do braço, se houver)?","1, Sim | 0, Não | 99, Desconhecido","Isso se refere a uma cicatriz no local da vacinação contra a varíola (geralmente na parte superior do braço, se houver), que geralmente é redonda, pode ter bordas irregulares e parece mais baixa do que a pele ao redor dela.","Indique ""Sim"" se o paciente tiver uma cicatriz visível da vacina contra a varíola.",,
vacci_mpox_recent,Recebeu vacinação contra varíola ou miocardite após 1980?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a qualquer vacinação contra varíola ou sarampo após 1980.,Indique 'Sim' se o paciente recebeu a vacinação contra a varíola depois de 1980.,,
vacci_mpox_type,Se sim: tipo de vacina contra varíola ou varíola,"1, Imvanex/Imvamune/Jyneos (MVA-BN) | 2, ACAM2000 | 3, LC16m8 | 88, Outros | 99, Desconhecido",Isso se refere ao tipo de vacina contra varíola ou Mpox.,"Selecione a(s) opção(ões) correspondente(s) à(s) vacina(s) recebida(s). Se 'Outro', especifique a(s) outra(s) vacina(s) abaixo.",,
vacci_mpox_other,Se sim: Nome da vacina contra mpox ou varíola,,Isso se refere ao tipo de vacina contra varíola ou Mpox.,"Se for ""Outro"", escreva o(s) nome(s) da(s) outra(s) vacina(s) contra varíola/moxicilina.",,
vacci_mpox_number,Se sim: Número de vacinas contra mpox ou varíola recebidas,,Isso se refere ao número de vacinas contra varíola ou varíola recebidas.,Escreva o número de vacinas contra varíola ou varíola recebidas.,,
vacci_mpox_d1dat,Data da primeira vacina contra mpox ou varíola,,Isto se refere à primeira vacina Mpox contra a varíola.,"Escreva a data exata da primeira vacina, se souber (use o formato DD/MM/AAAA).",,
vacci_mpox_d2dat,Data da segunda vacina contra mpox ou varíola,,Isto se refere à segunda dose da vacina contra a varíola.,"Escreva a data exata da segunda vacina, se souber (use o formato DD/MM/AAAA).",,
vacci_mpox_d3dat,Data da terceira vacina contra mpox ou varíola,,Isto se refere à terceira dose da vacina contra a varíola.,"Escreva a data exata da terceira vacina, se souber (use o formato DD/MM/AAAA).",,
vacci_mpox_d4dat,Data da quarta vacina contra mpox ou varíola,,Isto se refere à quarta vacina Mpox contra a varíola.,"Escreva a data exata da quarta vacina, se souber (use o formato DD/MM/AAAA).",,
adasses_lymph,Linfadenopatia,"1, Sim-doloroso | 2, Sim-não doloroso | 0, Não | 99, Desconhecido",Definido como um achado clínico de aumento anormal dos gânglios linfáticos.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adasses_lymphspec,Se sim: especifique o(s) local(ais) da linfadenopatia,"1, Axilar (axilas) | 2, Cervical (pescoço) | 3, Inguinal (virilha) | 88, Outro | 99, Desconhecido",Isso se refere ao local em que a linfadenopatia foi identificada.,Selecione a(s) opção(ões) mais apropriada(s) correspondente(s) à localização da linfadenopatia.,,
adasses_lymphoth,Se outro: especifique o(s) local(ais) da linfadenopatia,,Isso se refere ao local em que a linfadenopatia foi identificada.,"Se 'Outro', escreva o local em que a linfadenopatia foi identificada.",,
adasses_bacsi_yn,Superinfecção bacteriana,"1, Sim | 0, Não | 99, Desconhecido",Definida como uma infecção bacteriana secundária diagnosticada por um médico que ocorre durante uma infecção existente ou imediatamente após uma infecção anterior.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adasses_bacsi_spec,Se sim: especifique superinfecção bacteriana.,"7, Abscesso de tecido profundo | 1, Foliculite / celulite | 2, Pneumonia | 3, Gastroenterite | 4, SNC | 5, Bacteremia | 6, Trato urinário | 88, Outros",Isso se refere ao tipo ou localização da superinfecção bacteriana.,Selecione a(s) opção(ões) mais apropriada(s) que represente(m) o tipo ou a localização da superinfecção bacteriana.,,
adasses_bacsi_oth,Se outro: especifique superinfecção bacteriana,,"Isso se refere aos outros tipos ou locais da superinfecção bacteriana, não especificados acima.","Se for ""Outro"", escreva o tipo ou a localização da superinfecção bacteriana.",,
adasses_phary,Faringite / amigdalite,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de inflamação na garganta e/ou amígdalas.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adasses_mastitis,Mastite,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma inflamação da mama, com ou sem infecção associada","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
advital_datavital,Inserir dados de sinais vitais para admissão?,"1, Sim | 0, Não",,"Indique 'Sim', se você quiser registrar dados de sinais vitais para este dia de avaliação. Se 'Sim', para as seguintes perguntas, a menos que especificado de outra forma, registre o valor mais distante da faixa fisiológica normal registrada entre 00:00 e 24:00 horas no dia da avaliação. Os resultados que foram rejeitados pela equipe clínica não devem ser incluídos.",,
advital_tem,Temperatura (unidades selecionadas),,,,,
advital_tem_c,Temperatura (°C),,Refere-se à primeira temperatura corporal periférica (retal se <3 meses) em graus Celsius (°C) registrada na apresentação ao estabelecimento de saúde.,Insira a primeira temperatura corporal periférica (°C) registrada na apresentação ao estabelecimento de saúde.,,
advital_tem_f,Temperatura (°F),,Refere-se à primeira temperatura corporal periférica (retal se <3 meses) em graus Fahrenheit (°F) registrada na apresentação ao estabelecimento de saúde.,Insira a primeira temperatura corporal periférica (°F) registrada na apresentação ao estabelecimento de saúde.,,
advital_hr,FC (batimentos/minuto),,Refere-se à primeira frequência cardíaca medida em batimentos por minuto registrada na apresentação à unidade de saúde. Isso pode ser medido manualmente ou por monitoramento eletrônico.,Insira a primeira frequência cardíaca medida em batimentos por minuto registrada na apresentação ao estabelecimento de saúde.,,
advital_systolicbp,PA sistólica (mmHg),,"Isto se refere à primeira pressão arterial sistólica medida em milímetros de Mercúrio (mmHg) registrada na apresentação à unidade de saúde. Por exemplo, se a pressão arterial for 120/85 mmHg, insira 120 na seção marcada como 'PA sistólica'.","Registre a primeira pressão arterial sistólica medida em milímetros de mercúrio (mmHg) registrada na apresentação à unidade de saúde. Por exemplo, se a pressão arterial for 120/85 mmHg, insira 120 na seção marcada 'BP sistólica'.",,
advital_diastolicbp,PA diastólica (mmHg),,"Isto se refere à primeira pressão arterial diastólica medida em milímetros de Mercúrio (mmHg) registrada na apresentação à unidade de saúde. Por exemplo, se a pressão arterial for 120/85 mmHg, insira 85 na seção marcada 'PA diastólica'.","Registre a primeira pressão arterial diastólica medida em milímetros de mercúrio (mmHg) registrada na apresentação à unidade de saúde. Por exemplo, se a pressão arterial for 120/85 mmHg, insira 85 na seção marcada 'PA diastólica'.",,
advital_spo2,Saturação de oxigênio SpO2 (%),,"Isto se refere à primeira saturação de oxigênio, que pode ser medida por oximetria de pulso ou por análise de gases no sangue arterial, registrada na apresentação à unidade de saúde. É independente da ventilação ou da necessidade de oxigênio suplementar.",Insira a primeira porcentagem de saturação de oxigênio registrada na apresentação ao estabelecimento de saúde.,,
advital_o2supp_type,Oxigênio suplementar no ponto de SpO2 medido,"2, Sim-pontas nasais | 3, Sim-máscara simples | 4, Sim-HFNO | 5, Sim-NIV | 6, Sim-IMV / ECMO | 0, Não (ar ambiente) | 99, Desconhecido",Isso se refere à fração medida de oxigênio inspirado (FiO2) fornecida no momento do registro de SpO2 (%) mais baixo acima.,Indique 'Sim' se a FiO2 foi medida junto com a menor saturação de oxigênio (SpO2) relatada acima.,,
advital_capillaryr,Tempo de recarga capilar >2 segundos,"1, Sim | 0, Não | 99, Desconhecido","O tempo de enchimento capilar é medido pressionando o esterno por cinco segundos com um dedo ou polegar até que a pele subjacente fique branca e, em seguida, anotando o tempo em segundos necessário para que a cor retorne quando a pressão for liberada.","Indique 'Sim', se o tempo de enchimento capilar foi maior que 2 segundos na apresentação ao estabelecimento de saúde.",,
adsym_feverplus,Febre / calafrios / rigidez,"1, Sim | 0, Não | 99, Desconhecido",Definida como a sensação de temperatura corporal elevada (febre) e espasmos/contrações musculares involuntárias associadas (calafrios/calafrios).,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_fever,Febre,"1, Sim | 0, Não | 99, Desconhecido","Definida como a sensação de temperatura corporal elevada sem medição formal, ou uma temperatura corporal medida maior ou igual a 38 graus Celsius (38°C) ou 100,4 graus Fahrenheit (100,4°F).","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a data da avaliação.",,
adsym_restlessne,Inquietação,"1, Sim | 0, Não | 99, Desconhecido","Definido como a incapacidade de descansar, relaxar ou ficar parado. Um estado de desconforto caracterizado por atividade motora difusa ou movimento sujeito a controle limitado, comportamento improdutivo ou desorganizado e sofrimento subjetivo.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a data da avaliação.",,
adsym_fatigue,Fadiga / mal-estar / letargia,"1, Sim | 0, Não | 99, Desconhecido","Definido como a constelação de sensações não específicas: a sensação de cansaço caracterizada por falta de energia ou motivação; desconforto ou mal-estar geral; desinteresse, apatia e indiferença, resultando em dificuldade para realizar tarefas simples ou se concentrar.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_weight,Perda de peso,"1, Sim | 0, Não | 99, Desconhecido","Definido como a redução no peso corporal total que ocorreu desde o início desta doença e foi não intencional ou não atribuível a dieta ativa, exercícios ou intervenções dedicadas de perda de peso baseadas em medicamentos. Isso pode incluir perda de peso relatada pelo paciente com ou sem medições objetivas de peso.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_anosmia,Perda do olfato / anosmia,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à incapacidade do paciente de perceber odores, relatada pelo paciente e/ou diagnosticada pelo médico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a data da avaliação.",,
adsym_ageusia,Perda do paladar / ageusia,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à perda da função gustativa da língua relatada pelo paciente e/ou diagnosticada pelo médico.,"Indique ""Sim"" se o paciente apresentou isso em algum momento durante a data da avaliação.",,
adsym_dizzy,Sentindo tontura / desmaio,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à sensação subjetiva de tontura ou vertigem que pode preceder um episódio de síncope ou uma sensação de instabilidade, tontura ou balanço.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_myalgia,Dores musculares / mialgia,"1, Sim | 0, Não | 99, Desconhecido",Definida como dor localizada em um músculo ou grupo de músculos.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_arthralgia,Dor nas articulações / artralgia,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação de desconforto ou dor acentuada localizada em uma ou mais articulações, incluindo articulações pequenas e grandes.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_skinrash,Erupção cutânea,"1, Sim | 0, Não | 99, Desconhecido","Definida como qualquer alteração na pele que afeta sua aparência ou textura. Uma erupção cutânea pode ser localizada em uma parte do corpo ou afetar toda a pele. As erupções cutâneas podem fazer com que a pele mude de cor, coce, fique quente, irregular, seca, rachada ou com bolhas, inche e pode ser dolorosa.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_skinrash_loc,Local onde a erupção cutânea ocorreu pela primeira vez,"1, Pele, genital | 2, Pele, não genital | 3, Mucosa, genital | 4, Mucosa, não genital | 5, Boca | 6, Pele perianal | 7, Reto | 99, Desconhecido| 88, Outro",Isso se refere ao local onde a erupção ocorreu pela primeira vez.,Selecione a(s) opção(ões) mais apropriada(s) correspondente(s) ao local onde a erupção cutânea ocorreu pela primeira vez.,,
adsym_skinrash_locoth,Se outro: especifique a primeira erupção cutânea em outro local,,Isso se refere ao local onde a erupção ocorreu pela primeira vez.,"Se ""outro"", especifique o primeiro local onde uma erupção cutânea relevante se desenvolveu.",,
adsym_skinrash_date,Data em que o paciente observou a primeira erupção cutânea,,Isso se refere à data em que o paciente relata ter identificado a erupção pela primeira vez.,Escreva a data em que o paciente relata ter identificado a erupção pela primeira vez (use o formato DD/MM/AAAA).,,
adsym_pruritus,Coceira / prurido,"1, Sim | 0, Não | 99, Desconhecido",Definida como uma sensação de coceira desagradável ou intensa que produz a necessidade de esfregar ou coçar a pele para obter alívio. Coceira é uma sensação irritante que faz você querer coçar a pele.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_mobilchg,Mudança na mobilidade em relação à linha de base,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à capacidade do paciente de andar ou se mobilizar.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
