Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
vacci_mpox_type,En caso afirmativo: Mpox o tipo de vacuna contra la viruela,"1, Imvanex/Imvamune/Jyneos (MVA-BN) | 2, ACAM2000 | 3, LC16m8 | 88, Otro | 99, Desconocido",Esto se refiere al tipo de Mpox o vacuna contra la viruela.,"Seleccione la(s) opción(es) correspondiente(s) a la(s) vacuna(s) recibida(s). Si selecciona ""Otra"", especifique la(s) otra(s) vacuna(s) a continuación.",,
vacci_mpox_other,En caso afirmativo: Nombre de la vacuna mpox o antivariólica,,Esto se refiere al tipo de Mpox o vacuna contra la viruela.,"Si es 'Otro', escriba el nombre de la(s) otra(s) vacuna(s) contra la viruela/mpox.",,
vacci_mpox_number,En caso afirmativo: Número de vacunas contra la viruela o contra la mpox recibidas,,Esto se refiere al número de vacunas Mpox o contra la viruela recibidas.,Escriba el número de vacunas Mpox o antivariólicas recibidas.,,
vacci_mpox_d1dat,Fecha de la primera vacuna contra la viruela o mpox,,Esto se refiere al primer Mpox de la vacuna contra la viruela.,Escriba la fecha exacta de la primera vacuna si la conoce (utilice el formato DD/MM/AAAA).,,
vacci_mpox_d2dat,Fecha de la segunda vacuna contra la viruela o mpox,,Esto se refiere al segundo Mpox de la vacuna contra la viruela.,Escriba la fecha exacta de la segunda vacuna si la conoce (utilice el formato DD/MM/AAAA).,,
vacci_mpox_d3dat,Fecha de la tercera vacuna contra la viruela o mpox,,Esto se refiere al tercer Mpox de la vacuna contra la viruela.,Escriba la fecha exacta de la tercera vacuna si la conoce (utilice el formato DD/MM/AAAA).,,
vacci_mpox_d4dat,Fecha de la cuarta vacuna contra la viruela o mpox,,Esto se refiere al cuarto Mpox de la vacuna contra la viruela.,Escriba la fecha exacta de la cuarta vacuna si la conoce (utilice el formato DD/MM/AAAA).,,
adasses_lymph,Linfadenopatía,"1, Sí-doloroso | 2, Sí-no doloroso | 0, No | 99, Desconocido",Se define como un hallazgo clínico de agrandamiento anormal de los ganglios linfáticos.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adasses_lymphspec,En caso afirmativo: especifique el sitio o los sitios de linfadenopatía,"1, Axilar (axilas) | 2, Cervical (cuello) | 3, Inguinal (ingle) | 88, Otro | 99, Desconocido",Esto se refiere a la ubicación en la que se identificó la linfadenopatía.,Seleccione la(s) opción(es) más apropiada(s) correspondiente(s) a la localización de la linfadenopatía.,,
adasses_lymphoth,Si es otro: especifique el sitio o los sitios de linfadenopatía,,Esto se refiere a la ubicación en la que se identificó la linfadenopatía.,"Si es 'Otro', escriba la ubicación en la que se identificó la linfadenopatía.",,
adasses_bacsi_yn,Superinfección bacteriana,"1, Sí | 0, No | 99, Desconocido",Se define como una infección bacteriana secundaria diagnosticada por un médico que ocurre durante una infección existente o inmediatamente después de una infección anterior.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adasses_bacsi_spec,En caso afirmativo: especifique sobreinfección bacteriana.,"7, Absceso de tejidos profundos | 1, Foliculitis/celulitis | 2, Neumonía | 3, Gastroenteritis | 4, SNC | 5, Bacteriemia | 6, Tracto urinario | 88, Otros",Esto se refiere al tipo o ubicación de la superinfección bacteriana.,Seleccione la(s) opción(es) más apropiada(s) que representen el tipo o la ubicación de la superinfección bacteriana.,,
adasses_bacsi_oth,Si hay otro: especifique superinfección bacteriana,,"Esto se refiere a otros tipos o ubicaciones de la superinfección bacteriana, no especificados anteriormente.","Si es “Otro”, escriba el tipo o la localización de la sobreinfección bacteriana.",,
adasses_phary,Faringitis / amigdalitis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de inflamación de la garganta y/o amígdalas.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adasses_mastitis,Mastitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación de la mama, con o sin infección acompañante.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
advital_datavital,¿Ingresar datos de Signos Vitales para el ingreso?,"1, Sí | 0, No",,"Indique ""Sí"" si desea registrar los datos de los signos vitales para este día de evaluación. Si la respuesta es ""Sí"", para las siguientes preguntas, a menos que se especifique lo contrario, registre el valor más alejado del rango fisiológico normal registrado entre las 00:00 y las 24:00 horas del día de la evaluación. No se deben incluir los resultados que fueron rechazados por el equipo clínico.",,
advital_tem,Temperatura (seleccionar unidades),,,,,
advital_tem_c,Temperatura (°C),,Se refiere a la primera temperatura corporal periférica (rectal si <3 meses) en grados Celsius (°C) registrada en el momento de la presentación en el centro de salud.,Ingrese la primera temperatura corporal periférica (°C) registrada en el momento de la presentación en el centro de salud.,,
advital_tem_f,Temperatura (°F),,Se refiere a la primera temperatura corporal periférica (rectal si tiene <3 meses) en grados Fahrenheit (°F) registrada en el momento de la presentación en el centro de salud.,Ingrese la primera temperatura corporal periférica (°F) registrada al momento de la presentación en el centro de salud.,,
advital_hr,FC (pulsaciones/minuto),,Se refiere a la primera frecuencia cardíaca medida en latidos por minuto registrada en el momento de la presentación en el centro de salud. Esta puede medirse manualmente o mediante monitoreo electrónico.,Ingrese la primera frecuencia cardíaca medida en latidos por minuto registrada en el momento de la presentación en el centro de salud.,,
advital_systolicbp,Presión arterial sistólica (mmHg),,"Se refiere a la primera presión arterial sistólica medida en milímetros de mercurio (mmHg) registrada en el momento de la presentación en el centro de salud. Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 120 en la sección marcada como ""presión arterial sistólica"".","Registre la primera presión arterial sistólica medida en milímetros de mercurio (mmHg) registrada en el momento de la presentación en el centro de salud. Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 120 en la sección marcada como ""PA sistólica"".",,
advital_diastolicbp,Presión arterial diastólica (mmHg),,"Se refiere a la primera presión arterial diastólica medida en milímetros de mercurio (mmHg) registrada en el momento de la presentación en el centro de salud. Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 85 en la sección marcada como ""presión arterial diastólica"".","Registre la primera presión arterial diastólica medida en milímetros de mercurio (mmHg) registrada en el momento de la presentación en el centro de salud. Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 85 en la sección marcada como “PA diastólica”.",,
advital_spo2,Saturación de oxígeno SpO2 (%),,"Se refiere a la primera saturación de oxígeno, que puede medirse mediante oximetría de pulso o análisis de gases en sangre arterial, registrada en el momento de la presentación en el centro de salud. Es independiente de la necesidad de ventilación o de oxígeno suplementario.",Ingrese el primer porcentaje de saturación de oxígeno registrado en la presentación al centro de salud.,,
advital_o2supp_type,Oxígeno suplementario en el punto de medición de SpO2,"2, Sí-cánulas nasales | 3, Sí-mascarilla simple | 4, Sí-HFNO | 5, Sí-NIV | 6, Sí-IMV / ECMO | 0, No (aire ambiente) | 99, Desconocido",Esto se refiere a la fracción medida de oxígeno inspirado (FiO2) suministrada en el momento del registro de SpO2 (%) más bajo mencionado anteriormente.,"Indique 'Sí', si la FiO2 se midió junto con la saturación de oxígeno más baja (SpO2) informada anteriormente.",,
advital_capillaryr,Tiempo de llenado capilar >2 segundos,"1, Sí | 0, No | 99, Desconocido",El tiempo de llenado capilar se mide presionando el esternón durante cinco segundos con un dedo o el pulgar hasta que la piel subyacente se vuelva blanca y luego se anota el tiempo en segundos que tarda el color en volver una vez que se libera la presión.,"Indique “Sí”, si el tiempo de llenado capilar fue mayor a 2 segundos al momento de la presentación en el establecimiento de salud.",,
adsym_feverplus,Fiebre / escalofríos / rigidez,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación de temperatura corporal elevada (fiebre) y contracciones/espasmos musculares involuntarios asociados (escalofríos/rigores).,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_fever,Fiebre,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación de temperatura corporal elevada sin medición formal, o una temperatura corporal medida mayor o igual a 38 grados Celsius (38 °C) o 100,4 Fahrenheit (100,4 °F).","Indique “Sí”, si el paciente experimentó esto en cualquier momento durante la fecha de evaluación.",,
adsym_restlessne,Inquietud,"1, Sí | 0, No | 99, Desconocido","Se define como la incapacidad de descansar, relajarse o permanecer quieto. Estado de malestar caracterizado por una actividad motora difusa o un movimiento sujeto a un control limitado, un comportamiento improductivo o desorganizado y malestar subjetivo.","Indique “Sí”, si el paciente experimentó esto en cualquier momento durante la fecha de evaluación.",,
adsym_fatigue,Fatiga / malestar / letargo,"1, Sí | 0, No | 99, Desconocido","Se define como la constelación de sensaciones no específicas: sensación de cansancio caracterizada por falta de energía o motivación; malestar o inquietud general; desinterés, apatía e indiferencia, resultando en dificultad para realizar tareas sencillas o concentrarse.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_weight,Pérdida de peso,"1, Sí | 0, No | 99, Desconocido","Se define como la reducción del peso corporal total que se ha producido desde el inicio de la enfermedad y que no ha sido intencional o no se puede atribuir a una dieta activa, ejercicio o intervenciones específicas para bajar de peso basadas en medicamentos. Esto puede incluir la pérdida de peso informada por el paciente con o sin mediciones objetivas del peso.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_anosmia,Pérdida del olfato / anosmia,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la incapacidad del paciente para percibir olores informada y/o diagnosticada por el médico.,"Indique “Sí”, si el paciente experimentó esto en cualquier momento durante la fecha de evaluación.",,
adsym_ageusia,Pérdida del gusto / ageusia,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la pérdida de la función gustativa de la lengua informada por el paciente y/o diagnosticada por el médico.,"Indique “Sí”, si el paciente experimentó esto en cualquier momento durante la fecha de evaluación.",,
adsym_dizzy,Sentirse mareado / desmayado,"1, Sí | 0, No | 99, Desconocido","Se refiere a la sensación subjetiva de mareo o vértigo que puede preceder a un episodio de síncope o una sensación de inestabilidad, giro o balanceo.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_myalgia,Dolores musculares / mialgia,"1, Sí | 0, No | 99, Desconocido",Se define como dolor localizado en un músculo o grupo de músculos.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_arthralgia,Dolor en las articulaciones / artralgia,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación de malestar o dolor marcado localizado en una o más articulaciones, incluidas las pequeñas y grandes.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_skinrash,Erupción cutánea,"1, Sí | 0, No | 99, Desconocido","Se define como cualquier cambio en la piel que afecte su apariencia o textura. Una erupción puede estar localizada en una parte del cuerpo o afectar toda la piel. Las erupciones pueden hacer que la piel cambie de color, pique, se caliente, se llene de bultos, se seque, se agriete o se formen ampollas, se hinche y puede ser dolorosa.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_skinrash_loc,Sitio donde apareció por primera vez la erupción,"1, Piel genital | 2, Piel no genital | 3, Mucosa genital | 4, Mucosa no genital | 5, Boca | 6, Piel perianal | 7, Recto | 99, Desconocido | 88, Otro",Esto se refiere al lugar donde apareció por primera vez la erupción.,Seleccione la(s) opción(es) más apropiadas correspondientes al lugar donde apareció por primera vez la erupción.,,
adsym_skinrash_locoth,Si hay otro: especifique la primera erupción y otra ubicación,,Esto se refiere al lugar donde apareció por primera vez la erupción.,"Si es ""otro"", especifique la primera ubicación donde se desarrolló una erupción relevante.",,
adsym_skinrash_date,Fecha en que el paciente observó la primera erupción,,Esto se refiere a la fecha en la que el paciente informa haber identificado por primera vez la erupción.,Escriba la fecha en la que el paciente informa haber identificado por primera vez la erupción (utilice el formato DD/MM/AAAA).,,
adsym_pruritus,Picor / prurito,"1, Sí | 0, No | 99, Desconocido",Se define como una sensación de picor intenso o desagradable que produce la necesidad de frotarse o rascarse la piel para obtener alivio. El picor es una sensación irritante que provoca el deseo de rascarse la piel.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_mobilchg,Cambio en la movilidad desde el inicio,"1, Sí | 0, No | 99, Desconocido",Se refiere a la capacidad del paciente para caminar o movilizarse.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_mobile,Estado de movilidad,"1, Totalmente ambulatorio | 2, Ambulante, pero con algo de asistencia | 3, Postrado en cama",Se refiere a la capacidad del paciente para caminar o movilizarse.,Indique el estado de movilidad del paciente en el momento de la presentación.,,
adsym_cough,Tos,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de tos y sus características. La tos productiva se refiere a la tos acompañada de secreciones expectoradas (flema o moco), mientras que la tos no productiva se refiere a la que no está acompañada de secreciones expectoradas. La hemoptisis se refiere a la presencia de sangre o esputo con vetas de sangre procedente del tracto respiratorio.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_cough_nonprod,No productivo,"1, Sí | 0, No | 99, Desconocido",Una tos no productiva se refiere a aquella que no está acompañada de secreciones expectoradas.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_cough_prod,Productivo,"1, Sí | 0, No | 99, Desconocido",Una tos productiva se refiere a una tos acompañada de secreciones expectoradas (flema o moco).,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_cough_hemop,Hemoptisis,"1, Sí | 0, No | 99, Desconocido",La hemoptisis se refiere a la presencia de sangre o esputo con vetas de sangre procedente del tracto respiratorio.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_palpitations,Palpitaciones,"1, Sí | 0, No | 99, Desconocido",Se refiere a la desagradable sensación de los latidos del propio corazón.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_sorethroat,Dolor de garganta,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable caracterizada por malestar físico (como pinchazos, pulsaciones o dolor) y que se percibe como originada en la garganta.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_rhinorrhoe,Secreción nasal / rinorrea,"1, Sí | 0, No | 99, Desconocido",Se define como un aumento de la secreción mucosa de la nariz.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_wheezing,Sibilancia,"1, Sí | 0, No | 99, Desconocido",Se define como un sonido respiratorio agudo que resulta de un estrechamiento u obstrucción de las vías respiratorias pequeñas.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_shortbreat,Dificultad para respirar,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación incómoda de respiración difícil o laboriosa que no guarda proporción con el nivel de actividad física del paciente.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_chestindrw,Retracción de la pared torácica inferior,"1, Sí | 0, No | 99, Desconocido","Se define como un signo clínico de dificultad respiratoria, que se caracteriza por un movimiento anormal hacia adentro de la pared torácica inferior durante la inspiración. Si solo se introduce el tejido blando entre las costillas o por encima de la clavícula cuando el paciente respira, no se trata de tiraje de la pared torácica inferior.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_chestpain,Dolor en el pecho,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación desagradable, incómoda o dolorosa caracterizada por un malestar físico localizado en el pecho.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_abdpain,Dolor abdominal,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable de malestar, angustia o agonía en la región abdominal.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_diarrhoea,Diarrea,"1, Sí | 0, No | 99, Desconocido",Se define como una frecuencia anormalmente aumentada (generalmente definida como tres o más) de evacuaciones intestinales blandas o líquidas por día (o una evacuación más frecuente de lo normal para el individuo).,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_consti,Constipación,"1, Sí | 0, No | 99, Desconocido","Se define como una evacuación intestinal irregular, infrecuente o difícil.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_vomit,Vómitos,"1, Sí | 0, No | 99, Desconocido",Se define como la expulsión del estómago o del intestino delgado a través de la boca.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_vomit2d,Vómitos persistentes? (>=2/día),"1, Sí | 0, No | 99, Desconocido",El vómito persistente se define aquí como vomitar dos veces o más al día.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_nausea,Náuseas,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación subjetiva desagradable e indolora de que uno va a vomitar inminentemente.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_anorexia,Anorexia,"1, Sí | 0, No | 99, Desconocido",Se define como falta o pérdida de apetito.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_exsal,Salivación excesiva,"1, Sí | 0, No | 99, Desconocido","Definida como salivación excesiva o sialorrea, es un síntoma que mejor debe evaluar el paciente.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_diffswallow,Dificultad para tragar / disfagia,"1, Sí | 0, No | 99, Desconocido","Se define como dificultad para tragar alimentos, líquidos o saliva.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_urine,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",Se define como la acumulación de orina dentro de la vejiga debido a la incapacidad de orinar.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_dyspareunia,Dispareunia,"1, Sí | 0, No | 99, Desconocido",Se define como dolor genital recurrente o persistente asociado con las relaciones sexuales.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_haemorrhag_yn,Sangrado / hemorragia,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangre por la nariz), sangrado gingival (sangre de las encías), sangre de cualquier parte del tracto gastrointestinal (hemorragia gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_haemorrhag_sev,Sangrado/hemorragia grave (requiere intervención),"1, Sí | 0, No | 99, Desconocido",Se define como el sangrado/hemorragia grave que requiere intervención médica para hemostasia y/o soporte hemodinámico.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_haemorrhag_site,En caso afirmativo: especifique el sitio de sangrado/hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 88, Otro(s) | 99, Desconocido","Se refiere a la ubicación de los sitios de sangrado/hemorragia. Las petequias se refieren a pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a una hemorragia localizada en la nariz. El sangrado de las encías se refiere a una hemorragia que afecta la encía. El sangrado gastrointestinal (GI) se refiere a una hemorragia en cualquier segmento del tracto gastrointestinal desde el esófago hasta el recto. El sangrado del tracto urinario se refiere a una hemorragia que se origina en cualquier parte del sistema urinario. El sangrado vaginal se refiere a una hemorragia que se origina en la vagina, sin relación con la menstruación normal.",Seleccione la(s) opción(es) más apropiada(s) correspondiente(s) a la ubicación del sitio(s) de sangrado/hemorragia.,,
adsym_haemorrhag_oth,Si es otro: especifique el sitio de sangrado/hemorragia,,Esto se refiere a la ubicación del sitio(s) de sangrado/hemorragia.,"Si es 'Otro', escriba la otra ubicación del sitio(s) donde el paciente ha experimentado sangrado/hemorragia en cualquier momento desde el inicio de esta enfermedad y la presentación o admisión.",,
adsym_jaund,Ictericia,"1, Sí | 0, No | 99, Desconocido","Se define como una manifestación clínica de hiperbilirrubinemia, caracterizada por la tinción amarillenta de la piel, mucosas y/o esclerótica.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_headache,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido",Se define como la experiencia de dolor en varias partes de la cabeza.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_neckstiff,Rigidez del cuello,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación de tirantez en el cuello al intentar moverlo, especialmente después de un período de inactividad. La rigidez del cuello suele implicar dolor y dificultad para mover el cuello, especialmente al intentar girar la cabeza hacia un lado.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_photoph,Fotofobia,"1, Sí | 0, No | 99, Desconocido",Se refiere a una mayor sensibilidad de los ojos a la luz.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_retroorbit,Dolor retroorbitario,"1, Sí | 0, No | 99, Desconocido",Se define como la experiencia de dolor en la región retroorbitaria (detrás de los ojos).,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_seizconv,Convulsiones,"1, Sí | 0, No | 99, Desconocido","Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de un movimiento repentino, violento e irregular del cuerpo, causado por la contracción involuntaria de los músculos debido a una actividad neuronal anormal excesiva o sincrónica en el cerebro.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_confusion,Alteración de la conciencia / confusión,"1, Sí | 0, No | 99, Desconocido",Se define como un nivel de conciencia o excitación distinto del valor basal normal del paciente.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_neurodist,Trastorno psicológico,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de signos o síntomas que afectan los pensamientos, emociones, conductas o el bienestar mental de un individuo. La presencia de trastornos psicológicos debe identificarse mediante un Examen del Estado Mental (EMM) o una herramienta equivalente.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_cerebesig,Signos cerebelosos,"1, Sí | 0, No","Se refiere a la presencia de una constelación de signos neurológicos que típicamente indican disfunción cerebelosa. Los signos incluyen disdiadococinesia, dismetría, ataxia, nistagmo, temblor intencional, habla arrastrada o escudriñada e hipotonía.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_tremor,Temblor,"1, Sí | 0, No",Se refiere a un movimiento muscular oscilante e involuntario de ida y vuelta alrededor de un eje articular.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_neurologic,Otra anomalía neurológica,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la presencia de una anomalía neurológica alternativa no mencionada anteriormente.,Indique “Sí” si el paciente tiene otra anomalía neurológica no mencionada anteriormente.,,
adsym_neurologic_other,En caso afirmativo: especifique otra anomalía neurológica,,Esto se refiere a la presencia de otra anomalía neurológica no mencionada anteriormente.,"Si es “Otro”, especifique la anomalía neurológica.",,
adsym_ocular,Molestias oculares,"1, Sí | 0, No | 99, Desconocido",Se refiere a problemas que surgen en el ojo o en las estructuras relacionadas con él. Incluye molestias por enrojecimiento o picazón en los ojos o alteraciones visuales.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_ocularspec,En caso afirmativo: especifique las molestias oculares,"1, Ojos rojos | 2, Picor en los ojos | 3, Dolor ocular | 4, Alteración visual | 88, Otros","El término ojo rojo se refiere a cualquier afección con vasos sanguíneos conjuntivales o ciliares dilatados, típica de irritación e infección. El prurito ocular o picor ocular se refiere a una sensación que hace que una persona quiera rascarse, en este caso, la sensación de picor anormalmente aumentada se encuentra en la región del ojo. El dolor ocular se refiere a una sensación desagradable caracterizada por un malestar físico (como pinchazos, pulsaciones o dolor) localizado en el ojo. La alteración visual se refiere a una interferencia con la visión normal sin afectar necesariamente la agudeza visual.",Seleccione las molestias oculares que el paciente ha experimentado en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_ocularoth,Si es otro: especifique la(s) queja(s) ocular(es),,Esto se refiere a otras molestias oculares no especificadas anteriormente.,"Si es 'Otro', escriba las otras molestias oculares que el paciente ha experimentado en cualquier momento desde el inicio de esta enfermedad y su presentación o ingreso.",,
adsym_itchyeye,Picazón en el ojo,"1, Sí | 0, No | 99, Desconocido",Se define como picazón en uno o ambos ojos.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_redeye,Ojo rojo/conjuntivitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación o infección de la conjuntiva, caracterizada por enrojecimiento en uno o ambos ojos.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_conjunhemor,Hemorragia conjuntival,"1, Sí | 0, No | 99, Desconocido","Se define como la acumulación de sangre debajo de la conjuntiva, que se presenta como una mancha roja u oscura brillante en el ojo.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_paineyes,Dolor en el ojo,"1, Sí | 0, No | 99, Desconocido",Se define como molestia o dolor localizado dentro o alrededor del área del ojo.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_eyelidedema,Edema del párpado,"1, Sí | 0, No | 99, Desconocido",Se define como hinchazón debida a la acumulación de líquido en los tejidos del párpado.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_eyedischarg,Secreción del ojo,"1, Sí | 0, No | 99, Desconocido","Se define como la liberación de líquidos que pueden ser desde transparentes hasta similares al pus, desde el ojo, a menudo indicativos de infección o irritación.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_hazyvision,Visión borrosa,"1, Sí | 0, No | 99, Desconocido","Se define como una pérdida de agudeza visual, que produce una visión borrosa o distorsionada.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
